,Image type,Image index,Distinctiveness type,RE type,Distinctiveness percentile,RE percentile
2763,Filler,1564,N/A,N/A,23.87,41.41
2764,Filler,1202,N/A,N/A,68.52,25.94
2765,Filler,2756,N/A,N/A,6.49,14.51
2766,Filler,4375,N/A,N/A,70.51,52.58
2767,Filler,1466,N/A,N/A,21.78,73.94
2768,Filler,5690,N/A,N/A,70.95,44.92
2769,Filler,2526,N/A,N/A,11.94,34.0
2770,Filler,2833,N/A,N/A,37.61,19.85
2771,Filler,368,N/A,N/A,81.69,56.66
2772,Filler,1900,N/A,N/A,96.82,95.64
2773,Filler,805,N/A,N/A,77.45,22.38
2774,Filler,7236,N/A,N/A,30.55,73.77
2775,Filler,6450,N/A,N/A,24.21,74.21
2776,Filler,6997,N/A,N/A,4.63,17.35
2777,Filler,2467,N/A,N/A,28.63,54.83
2778,Filler,7341,N/A,N/A,12.86,28.44
2779,Filler,3048,N/A,N/A,70.09,98.79
2780,Filler,6513,N/A,N/A,39.18,30.48
2781,Filler,1397,N/A,N/A,28.25,85.55
2782,Filler,3342,N/A,N/A,53.0,21.89
2783,Filler,1487,N/A,N/A,87.19,65.53
2784,Filler,3891,N/A,N/A,53.99,43.43
2785,Filler,1696,N/A,N/A,1.84,2.45
2786,Filler,3126,N/A,N/A,65.02,87.67
2787,Filler,555,N/A,N/A,83.66,94.44
2788,Filler,5800,N/A,N/A,46.81,57.92
2789,Filler,756,N/A,N/A,97.96,99.85
2790,Filler,3069,N/A,N/A,7.61,38.5
2791,Filler,6780,N/A,N/A,18.52,37.59
2792,Filler,1063,N/A,N/A,83.53,26.73
2793,Filler,7977,N/A,N/A,31.13,29.45
2794,Filler,7859,N/A,N/A,18.09,6.63
2795,Filler,506,N/A,N/A,82.69,87.65
2796,Filler,6052,N/A,N/A,23.7,11.93
2797,Filler,4692,N/A,N/A,22.63,46.94
2798,Filler,2957,N/A,N/A,68.15,84.73
2799,Filler,2931,N/A,N/A,82.97,40.68
2800,Filler,7999,N/A,N/A,76.29,61.47
2801,Filler,3308,N/A,N/A,94.46,97.53
2802,Filler,4705,N/A,N/A,90.02,89.1
2803,Filler,3164,N/A,N/A,65.84,21.83
2804,Filler,3576,N/A,N/A,95.84,67.01
2805,Filler,2207,N/A,N/A,77.09,68.88
2806,Filler,4890,N/A,N/A,55.58,22.34
2807,Filler,4782,N/A,N/A,82.06,58.52
2808,Filler,7560,N/A,N/A,70.26,81.25
2809,Filler,7776,N/A,N/A,91.32,81.9
2810,Filler,6968,N/A,N/A,38.63,33.09
2811,Filler,631,N/A,N/A,49.02,44.64
2812,Filler,1609,N/A,N/A,23.52,23.53
2813,Filler,7686,N/A,N/A,65.57,58.88
2814,Filler,1857,N/A,N/A,11.53,25.44
2815,Filler,6567,N/A,N/A,16.5,76.92
2816,Filler,3967,N/A,N/A,69.49,91.24
2817,Filler,2773,N/A,N/A,85.51,65.87
2818,Filler,7771,N/A,N/A,88.65,41.4
2819,Filler,5412,N/A,N/A,10.85,35.9
2820,Filler,288,N/A,N/A,95.11,72.12
2821,Filler,3018,N/A,N/A,91.67,92.08
2822,Filler,351,N/A,N/A,57.01,3.97
2823,Filler,6390,N/A,N/A,3.6,5.45
2824,Filler,1153,N/A,N/A,56.87,71.79
2825,Filler,3875,N/A,N/A,38.09,73.97
2826,Filler,7194,N/A,N/A,99.9,99.8
2827,Filler,4269,N/A,N/A,42.51,33.59
2828,Filler,6865,N/A,N/A,8.1,11.34
2829,Filler,4029,N/A,N/A,63.35,80.32
2830,Filler,6940,N/A,N/A,98.57,98.4
2831,Filler,4896,N/A,N/A,45.21,15.53
2832,Filler,4998,N/A,N/A,14.72,23.47
2833,Filler,3668,N/A,N/A,17.88,55.76
2834,Filler,5669,N/A,N/A,45.14,36.15
2835,Filler,420,N/A,N/A,72.01,66.79
2836,Filler,3675,N/A,N/A,82.58,88.48
2837,Filler,4610,N/A,N/A,23.24,18.39
2838,Filler,2475,N/A,N/A,70.85,49.36
2839,Filler,5294,N/A,N/A,27.0,75.05
2840,Filler,3904,N/A,N/A,75.12,97.96
2841,Filler,7139,N/A,N/A,7.9,36.53
2842,Filler,6255,N/A,N/A,41.13,21.18
2843,Filler,5959,N/A,N/A,12.41,68.2
2844,Filler,1321,N/A,N/A,8.62,49.22
2845,Filler,1509,N/A,N/A,21.53,56.23
2846,Filler,7,N/A,N/A,14.18,53.15
2847,Filler,4994,N/A,N/A,87.33,63.89
2848,Filler,2995,N/A,N/A,41.99,89.31
2849,Filler,7812,N/A,N/A,53.17,75.27
2850,Filler,4066,N/A,N/A,7.21,19.21
2851,Filler,3869,N/A,N/A,97.24,89.03
2852,Filler,6574,N/A,N/A,11.96,24.86
2853,Filler,2835,N/A,N/A,2.6,1.35
2854,Filler,3689,N/A,N/A,10.33,36.17
2855,Filler,1740,N/A,N/A,91.56,76.34
2856,Filler,7042,N/A,N/A,14.2,35.25
2857,Filler,2865,N/A,N/A,5.25,18.44
2858,Filler,7353,N/A,N/A,14.91,13.09
2859,Filler,2554,N/A,N/A,20.7,15.88
2860,Filler,5070,N/A,N/A,24.34,60.35
2861,Filler,7542,N/A,N/A,70.91,52.2
2862,Filler,790,N/A,N/A,64.92,7.07
2863,Filler,4836,N/A,N/A,23.94,64.04
2864,Filler,1388,N/A,N/A,76.48,35.73
2865,Filler,2295,N/A,N/A,77.76,95.48
2866,Filler,3777,N/A,N/A,72.2,55.87
2867,Filler,4080,N/A,N/A,14.46,37.11
2868,Filler,5557,N/A,N/A,35.36,65.0
2869,Filler,5822,N/A,N/A,53.96,95.38
2870,Filler,5413,N/A,N/A,47.19,75.28
2871,Filler,2618,N/A,N/A,92.36,95.18
2872,Filler,4037,N/A,N/A,8.55,79.46
2873,Filler,948,N/A,N/A,18.97,61.99
2874,Filler,5551,N/A,N/A,28.81,78.49
2875,Filler,6902,N/A,N/A,65.17,43.42
2876,Filler,6878,N/A,N/A,39.95,21.04
2877,Filler,6554,N/A,N/A,28.54,36.93
2878,Filler,4684,N/A,N/A,99.96,99.98
2879,Filler,7388,N/A,N/A,37.48,1.63
2880,Filler,4502,N/A,N/A,83.19,88.53
2881,Filler,189,N/A,N/A,16.88,57.74
2882,Filler,5631,N/A,N/A,74.6,39.64
2883,Filler,4312,N/A,N/A,2.22,9.74
2884,Filler,4327,N/A,N/A,54.72,10.14
2885,Filler,6258,N/A,N/A,94.81,59.63
2886,Filler,2,N/A,N/A,93.85,27.73
2887,Filler,5506,N/A,N/A,39.62,35.71
2888,Filler,2642,N/A,N/A,92.8,48.84
2889,Filler,1465,N/A,N/A,24.4,38.45
2890,Filler,3029,N/A,N/A,61.51,14.79
2891,Filler,1028,N/A,N/A,22.61,0.41
2892,Filler,1617,N/A,N/A,12.31,65.65
2893,Filler,5460,N/A,N/A,22.6,68.98
2894,Filler,3287,N/A,N/A,87.1,52.21
2895,Filler,2628,N/A,N/A,6.18,26.31
2896,Filler,3423,N/A,N/A,35.51,6.19
2897,Filler,4845,N/A,N/A,18.91,90.43
2898,Filler,5096,N/A,N/A,50.01,31.11
2899,Filler,2949,N/A,N/A,57.91,43.0
2900,Filler,6509,N/A,N/A,93.25,26.83
2901,Filler,154,N/A,N/A,76.46,84.96
2902,Filler,3682,N/A,N/A,93.03,3.55
2903,Filler,1702,N/A,N/A,74.44,50.26
2904,Filler,7570,N/A,N/A,73.97,50.44
2905,Filler,7757,N/A,N/A,11.02,17.27
2906,Filler,3142,N/A,N/A,46.0,2.73
2907,Filler,3687,N/A,N/A,75.17,62.5
2908,Filler,4943,N/A,N/A,93.08,34.62
2909,Filler,7510,N/A,N/A,93.53,95.33
2910,Filler,1207,N/A,N/A,20.13,6.78
2911,Filler,4358,N/A,N/A,21.34,5.56
2912,Filler,1401,N/A,N/A,64.23,91.01
2913,Filler,7985,N/A,N/A,43.06,81.01
2914,Filler,3782,N/A,N/A,67.94,39.65
2915,Filler,3896,N/A,N/A,55.5,10.0
2916,Filler,2938,N/A,N/A,95.15,80.22
2917,Filler,4218,N/A,N/A,81.62,41.36
2918,Filler,6247,N/A,N/A,27.79,22.5
2919,Filler,1405,N/A,N/A,38.0,30.38
2920,Filler,2596,N/A,N/A,34.49,59.11
2921,Filler,5823,N/A,N/A,23.95,43.36
2922,Filler,6117,N/A,N/A,41.34,85.45
2923,Filler,2727,N/A,N/A,9.37,47.0
2924,Filler,7230,N/A,N/A,74.27,20.41
2925,Filler,7962,N/A,N/A,4.11,26.84
2926,Filler,1664,N/A,N/A,21.86,91.29
2927,Filler,4971,N/A,N/A,26.28,20.1
2928,Filler,1655,N/A,N/A,81.67,37.76
2929,Filler,6214,N/A,N/A,17.0,70.55
2930,Filler,4058,N/A,N/A,89.96,97.82
2931,Filler,2239,N/A,N/A,18.05,83.87
2932,Filler,6535,N/A,N/A,59.89,5.15
2933,Filler,2412,N/A,N/A,95.51,61.63
2934,Filler,3585,N/A,N/A,7.34,36.69
2935,Filler,7918,N/A,N/A,47.36,32.18
2936,Filler,2644,N/A,N/A,78.0,22.48
2937,Filler,5610,N/A,N/A,69.35,6.43
2938,Filler,1239,N/A,N/A,94.67,33.42
2939,Filler,3933,N/A,N/A,24.6,77.84
2940,Filler,7984,N/A,N/A,56.82,80.25
2941,Filler,1774,N/A,N/A,63.95,33.48
2942,Filler,6101,N/A,N/A,72.69,23.76
2943,Filler,7100,N/A,N/A,54.16,71.69
2944,Filler,1203,N/A,N/A,49.52,20.32
2945,Filler,4931,N/A,N/A,98.67,99.46
2946,Filler,1751,N/A,N/A,41.01,8.13
2947,Filler,5243,N/A,N/A,42.96,34.59
2948,Filler,6228,N/A,N/A,25.47,32.62
2949,Filler,1271,N/A,N/A,74.39,17.48
2950,Filler,2678,N/A,N/A,93.18,83.91
2951,Filler,5818,N/A,N/A,3.61,4.88
2952,Filler,2635,N/A,N/A,33.08,24.18
2953,Filler,3023,N/A,N/A,91.84,85.02
2954,Filler,1999,N/A,N/A,78.75,44.29
2955,Filler,7588,N/A,N/A,21.77,79.84
2956,Filler,3389,N/A,N/A,5.31,75.13
2957,Filler,3189,N/A,N/A,92.69,46.78
2958,Filler,1484,N/A,N/A,67.14,45.43
2959,Filler,3541,N/A,N/A,62.96,27.43
2960,Filler,723,N/A,N/A,98.78,71.65
2961,Filler,6300,N/A,N/A,91.52,76.61
2962,Filler,6948,N/A,N/A,16.64,18.74
2963,Filler,4268,N/A,N/A,5.77,40.19
2964,Filler,5053,N/A,N/A,20.6,17.88
2965,Filler,6869,N/A,N/A,71.03,26.41
2966,Filler,6882,N/A,N/A,67.28,17.07
2967,Filler,927,N/A,N/A,59.11,81.1
2968,Filler,3451,N/A,N/A,6.59,10.03
2969,Filler,6405,N/A,N/A,20.12,28.82
2970,Filler,6125,N/A,N/A,78.49,1.41
2971,Filler,1912,N/A,N/A,86.55,25.97
2972,Filler,7606,N/A,N/A,14.85,66.58
2973,Filler,3999,N/A,N/A,59.93,67.11
2974,Filler,3143,N/A,N/A,77.26,59.72
2975,Filler,8,N/A,N/A,6.05,5.17
2976,Filler,2706,N/A,N/A,22.69,76.99
2977,Filler,2781,N/A,N/A,66.82,65.09
2978,Filler,3266,N/A,N/A,58.07,22.23
2979,Filler,5707,N/A,N/A,68.2,81.17
2980,Filler,1527,N/A,N/A,47.92,55.53
2981,Filler,7414,N/A,N/A,66.48,73.05
2982,Filler,4602,N/A,N/A,33.43,59.34
2983,Filler,4335,N/A,N/A,75.86,66.6
2984,Filler,6838,N/A,N/A,41.37,69.4
2985,Filler,3635,N/A,N/A,22.26,18.64
2986,Filler,5063,N/A,N/A,0.87,4.49
2987,Filler,1962,N/A,N/A,80.11,27.87
2988,Filler,7195,N/A,N/A,45.4,50.72
2989,Filler,4283,N/A,N/A,93.59,26.77
2990,Filler,415,N/A,N/A,69.7,9.87
2991,Filler,4145,N/A,N/A,31.38,9.64
2992,Filler,6721,N/A,N/A,32.5,54.22
2993,Filler,7056,N/A,N/A,76.88,17.17
2994,Filler,5315,N/A,N/A,30.13,6.7
2995,Filler,2081,N/A,N/A,59.01,54.2
2996,Filler,165,N/A,N/A,40.85,48.95
2997,Filler,2170,N/A,N/A,4.42,0.98
2998,Filler,1904,N/A,N/A,61.35,18.54
2999,Filler,6614,N/A,N/A,28.71,39.57
3000,Filler,7130,N/A,N/A,35.53,81.67
3001,Filler,6777,N/A,N/A,54.85,10.19
3002,Filler,3720,N/A,N/A,78.85,20.76
3003,Filler,2040,N/A,N/A,87.57,96.09
3004,Filler,4881,N/A,N/A,43.15,45.47
3005,Filler,2088,N/A,N/A,17.75,83.0
3006,Filler,5477,N/A,N/A,26.75,44.86
3007,Filler,3663,N/A,N/A,77.73,99.97
3008,Filler,6278,N/A,N/A,46.14,58.06
3009,Filler,3333,N/A,N/A,77.41,85.85
3010,Filler,2977,N/A,N/A,94.33,93.89
3011,Filler,2427,N/A,N/A,67.6,58.14
3012,Filler,6659,N/A,N/A,56.46,69.69
3013,Filler,716,N/A,N/A,31.85,55.31
3014,Filler,297,N/A,N/A,41.98,20.6
3015,Filler,6783,N/A,N/A,94.12,88.54
3016,Filler,5038,N/A,N/A,17.65,44.45
3017,Filler,7000,N/A,N/A,28.36,12.23
3018,Filler,4778,N/A,N/A,59.38,54.64
3019,Filler,6676,N/A,N/A,9.9,16.63
3020,Filler,4828,N/A,N/A,67.18,77.42
3021,Filler,5062,N/A,N/A,88.47,99.65
3022,Filler,5917,N/A,N/A,11.85,56.16
3023,Filler,3567,N/A,N/A,33.51,23.68
3024,Filler,5884,N/A,N/A,63.47,90.93
3025,Filler,6337,N/A,N/A,25.95,61.55
3026,Filler,1178,N/A,N/A,47.9,33.69
3027,Filler,3881,N/A,N/A,41.22,40.08
3028,Filler,926,N/A,N/A,20.64,51.15
3029,Filler,7004,N/A,N/A,72.54,20.09
3030,Filler,1298,N/A,N/A,42.91,83.04
3031,Filler,5629,N/A,N/A,75.33,57.56
3032,Filler,7766,N/A,N/A,49.51,20.5
3033,Filler,730,N/A,N/A,39.26,83.47
3034,Filler,786,N/A,N/A,84.71,75.8
3035,Filler,2918,N/A,N/A,67.24,43.48
3036,Filler,333,N/A,N/A,73.11,54.09
3037,Filler,7914,N/A,N/A,13.14,29.14
3038,Filler,4323,N/A,N/A,34.81,1.33
3039,Filler,5785,N/A,N/A,18.53,52.23
3040,Filler,3771,N/A,N/A,71.32,41.25
3041,Filler,3058,N/A,N/A,51.6,80.29
3042,Filler,104,N/A,N/A,73.26,11.89
3043,Filler,4437,N/A,N/A,16.53,49.85
3044,Filler,563,N/A,N/A,3.12,6.16
3045,Filler,3460,N/A,N/A,78.6,36.93
3046,Filler,7249,N/A,N/A,69.85,17.5
3047,Filler,6141,N/A,N/A,68.86,24.9
3048,Filler,1887,N/A,N/A,50.45,81.77
3049,Filler,1797,N/A,N/A,9.03,54.05
3050,Filler,1561,N/A,N/A,83.27,94.58
3051,Filler,5446,N/A,N/A,70.1,59.03
3052,Filler,4273,N/A,N/A,55.13,33.73
3053,Filler,2172,N/A,N/A,3.21,64.81
3054,Filler,6704,N/A,N/A,56.04,64.75
3055,Filler,4583,N/A,N/A,0.69,42.71
3056,Filler,3998,N/A,N/A,26.86,85.8
3057,Filler,7342,N/A,N/A,83.94,52.18
3058,Filler,7922,N/A,N/A,9.48,18.91
3059,Filler,6410,N/A,N/A,27.38,53.18
3060,Filler,3785,N/A,N/A,2.24,62.85
3061,Filler,5992,N/A,N/A,32.96,44.84
3062,Filler,2229,N/A,N/A,37.45,13.39
3063,Filler,4717,N/A,N/A,53.89,82.98
3064,Filler,1933,N/A,N/A,26.26,60.67
3065,Filler,3492,N/A,N/A,44.55,59.92
3066,Filler,5908,N/A,N/A,42.89,39.21
3067,Filler,1559,N/A,N/A,42.65,69.31
3068,Filler,1183,N/A,N/A,93.13,92.88
3069,Filler,1072,N/A,N/A,2.3,0.39
3070,Filler,6391,N/A,N/A,97.32,75.88
3071,Filler,1122,N/A,N/A,85.99,5.29
3072,Filler,139,N/A,N/A,33.09,28.17
3073,Filler,6149,N/A,N/A,14.19,56.24
3074,Filler,254,N/A,N/A,87.6,76.46
3075,Filler,1581,N/A,N/A,37.1,7.91
3076,Filler,4048,N/A,N/A,50.85,2.05
3077,Filler,156,N/A,N/A,31.36,61.13
3078,Filler,7237,N/A,N/A,82.0,90.23
3079,Filler,3391,N/A,N/A,75.31,97.85
3080,Filler,6085,N/A,N/A,44.96,2.76
3081,Filler,6288,N/A,N/A,36.21,6.6
3082,Filler,714,N/A,N/A,30.43,56.79
3083,Filler,7216,N/A,N/A,28.28,61.34
3084,Filler,3508,N/A,N/A,95.76,74.9
3085,Filler,4937,N/A,N/A,61.33,36.49
3086,Filler,7677,N/A,N/A,78.25,85.54
3087,Filler,5561,N/A,N/A,77.42,89.01
3088,Filler,1237,N/A,N/A,54.93,45.16
3089,Filler,2287,N/A,N/A,99.8,90.03
3090,Filler,785,N/A,N/A,47.26,69.1
3091,Filler,1425,N/A,N/A,9.23,22.25
3092,Filler,1323,N/A,N/A,16.19,32.48
3093,Filler,4110,N/A,N/A,94.08,85.07
3094,Filler,130,N/A,N/A,52.24,91.06
3095,Filler,2409,N/A,N/A,59.46,53.98
3096,Filler,2520,N/A,N/A,68.75,20.03
3097,Filler,6013,N/A,N/A,14.77,35.37
3098,Filler,3272,N/A,N/A,9.63,18.63
3099,Filler,6920,N/A,N/A,22.62,27.34
3100,Filler,1540,N/A,N/A,68.63,30.75
3101,Filler,7940,N/A,N/A,48.23,23.23
3102,Filler,125,N/A,N/A,18.02,67.36
3103,Filler,1815,N/A,N/A,9.56,27.06
3104,Filler,7737,N/A,N/A,16.36,38.82
3105,Filler,5994,N/A,N/A,72.37,51.42
3106,Filler,2885,N/A,N/A,45.05,27.24
3107,Filler,1629,N/A,N/A,80.22,81.57
3108,Filler,3028,N/A,N/A,48.11,25.95
3109,Filler,4176,N/A,N/A,72.32,89.62
3110,Filler,4378,N/A,N/A,64.83,43.66
3111,Filler,6916,N/A,N/A,33.9,24.67
3112,Filler,3376,N/A,N/A,30.74,43.78
3113,Filler,6667,N/A,N/A,85.91,67.75
3114,Filler,7601,N/A,N/A,88.57,76.28
3115,Filler,5018,N/A,N/A,21.16,61.83
3116,Filler,3922,N/A,N/A,20.88,0.38
3117,Filler,5351,N/A,N/A,98.41,83.53
3118,Filler,5397,N/A,N/A,79.93,54.15
3119,Filler,5790,N/A,N/A,31.75,63.77
3120,Filler,5317,N/A,N/A,44.32,24.89
3121,Filler,6427,N/A,N/A,96.08,72.63
3122,Filler,5864,N/A,N/A,81.25,78.33
3123,Filler,5954,N/A,N/A,34.76,6.45
3124,Filler,3255,N/A,N/A,8.35,43.37
3125,Filler,7514,N/A,N/A,84.4,81.14
3126,Filler,3168,N/A,N/A,58.97,55.12
3127,Filler,1157,N/A,N/A,78.34,94.22
3128,Filler,6072,N/A,N/A,74.06,90.79
3129,Filler,6321,N/A,N/A,55.76,40.64
3130,Filler,6369,N/A,N/A,14.63,93.04
3131,Filler,6917,N/A,N/A,51.23,22.09
3132,Filler,6626,N/A,N/A,78.76,18.94
3133,Filler,1873,N/A,N/A,35.68,46.86
3134,Filler,943,N/A,N/A,74.63,66.92
3135,Filler,4013,N/A,N/A,70.9,94.96
3136,Filler,1474,N/A,N/A,77.15,78.79
3137,Filler,5166,N/A,N/A,58.32,29.98
3138,Filler,3939,N/A,N/A,25.16,77.44
3139,Filler,61,N/A,N/A,17.25,68.69
3140,Filler,7255,N/A,N/A,38.21,64.16
3141,Filler,3602,N/A,N/A,38.54,40.47
3142,Filler,6081,N/A,N/A,66.19,77.15
3143,Filler,7370,N/A,N/A,41.73,34.85
3144,Filler,2255,N/A,N/A,95.88,96.18
3145,Filler,1623,N/A,N/A,84.67,82.24
3146,Filler,6707,N/A,N/A,68.97,29.35
3147,Filler,6488,N/A,N/A,29.33,33.16
3148,Filler,3658,N/A,N/A,35.46,7.13
3149,Filler,5759,N/A,N/A,64.75,5.4
3150,Filler,7125,N/A,N/A,77.25,33.96
3151,Filler,1217,N/A,N/A,10.47,20.3
3152,Filler,62,N/A,N/A,41.17,3.54
3153,Filler,2820,N/A,N/A,30.86,18.02
3154,Filler,3971,N/A,N/A,97.35,84.04
3155,Filler,7137,N/A,N/A,50.64,70.46
3156,Filler,2762,N/A,N/A,44.3,20.29
3157,Filler,1283,N/A,N/A,21.39,54.24
3158,Filler,5889,N/A,N/A,86.84,39.87
3159,Filler,566,N/A,N/A,89.2,80.06
3160,Filler,2730,N/A,N/A,34.37,63.11
3161,Filler,7467,N/A,N/A,94.86,27.66
3162,Filler,1754,N/A,N/A,90.95,85.39
3163,Filler,2994,N/A,N/A,66.47,51.51
3164,Filler,2948,N/A,N/A,5.19,13.56
3165,Filler,1748,N/A,N/A,12.3,66.15
3166,Filler,2969,N/A,N/A,84.63,57.66
3167,Filler,7134,N/A,N/A,36.82,24.03
3168,Filler,5474,N/A,N/A,35.78,58.25
3169,Filler,4043,N/A,N/A,87.36,43.03
3170,Filler,357,N/A,N/A,27.59,6.28
3171,Filler,5590,N/A,N/A,72.19,14.29
3172,Filler,2099,N/A,N/A,14.4,39.52
3173,Filler,3690,N/A,N/A,17.11,12.79
3174,Filler,403,N/A,N/A,19.55,41.48
3175,Filler,4809,N/A,N/A,52.14,15.0
3176,Filler,4852,N/A,N/A,84.28,36.98
3177,Filler,551,N/A,N/A,99.19,77.14
3178,Filler,3846,N/A,N/A,1.63,16.17
3179,Filler,4164,N/A,N/A,20.47,54.78
3180,Filler,4976,N/A,N/A,21.46,56.25
3181,Filler,4631,N/A,N/A,22.52,81.42
3182,Filler,498,N/A,N/A,23.0,27.26
3183,Filler,3966,N/A,N/A,11.5,67.79
3184,Filler,860,N/A,N/A,67.31,83.2
3185,Filler,5896,N/A,N/A,5.44,14.14
3186,Filler,2914,N/A,N/A,71.61,24.97
3187,Filler,6810,N/A,N/A,57.93,31.77
3188,Filler,5775,N/A,N/A,90.49,22.53
3189,Filler,1621,N/A,N/A,63.3,1.73
3190,Filler,4753,N/A,N/A,37.44,63.27
3191,Filler,3853,N/A,N/A,12.34,42.95
3192,Filler,2860,N/A,N/A,25.64,60.38
3193,Filler,228,N/A,N/A,87.97,10.43
3194,Filler,3217,N/A,N/A,71.6,37.85
3195,Filler,3170,N/A,N/A,98.53,92.61
3196,Filler,8012,N/A,N/A,21.72,1.12
3197,Filler,4731,N/A,N/A,62.22,64.68
3198,Filler,7501,N/A,N/A,11.25,79.7
3199,Filler,6831,N/A,N/A,34.17,15.33
3200,Filler,2067,N/A,N/A,46.11,21.66
3201,Filler,5428,N/A,N/A,16.31,45.26
3202,Filler,3240,N/A,N/A,45.31,46.63
3203,Filler,1102,N/A,N/A,4.6,12.06
3204,Filler,3628,N/A,N/A,79.73,14.3
3205,Filler,4501,N/A,N/A,0.78,19.87
3206,Filler,2124,N/A,N/A,70.34,41.95
3207,Filler,6695,N/A,N/A,7.05,20.97
3208,Filler,531,N/A,N/A,20.54,32.29
3209,Filler,2384,N/A,N/A,18.18,52.0
3210,Filler,7354,N/A,N/A,38.93,39.43
3211,Filler,2687,N/A,N/A,14.81,15.03
3212,Filler,2016,N/A,N/A,94.3,43.73
3213,Filler,2555,N/A,N/A,43.0,4.17
3214,Filler,5417,N/A,N/A,27.28,88.29
3215,Filler,5680,N/A,N/A,5.17,10.47
3216,Filler,3760,N/A,N/A,55.19,56.51
3217,Filler,195,N/A,N/A,1.41,3.84
3218,Filler,3285,N/A,N/A,2.68,10.89
3219,Filler,5348,N/A,N/A,68.13,59.82
3220,Filler,2418,N/A,N/A,75.79,66.09
3221,Filler,880,N/A,N/A,79.13,47.67
3222,Filler,7750,N/A,N/A,92.18,87.58
3223,Filler,387,N/A,N/A,58.85,54.79
3224,Filler,1820,N/A,N/A,40.42,34.47
3225,Filler,3439,N/A,N/A,93.42,59.0
3226,Filler,6894,N/A,N/A,39.04,28.5
3227,Filler,4243,N/A,N/A,22.83,7.25
3228,Filler,60,N/A,N/A,70.08,30.15
3229,Filler,4507,N/A,N/A,19.59,97.15
3230,Filler,6536,N/A,N/A,75.35,42.01
3231,Filler,2135,N/A,N/A,97.94,97.95
3232,Filler,5250,N/A,N/A,55.21,7.6
3233,Filler,6082,N/A,N/A,47.32,22.9
3234,Filler,6491,N/A,N/A,97.05,72.16
3235,Filler,7060,N/A,N/A,80.32,85.71
3236,Filler,1841,N/A,N/A,59.41,3.93
3237,Filler,7270,N/A,N/A,27.01,52.61
3238,Filler,7676,N/A,N/A,89.15,88.58
3239,Filler,4973,N/A,N/A,91.3,79.67
3240,Filler,7701,N/A,N/A,6.45,17.73
3241,Filler,5287,N/A,N/A,43.11,40.88
3242,Filler,974,N/A,N/A,57.77,74.84
3243,Filler,4835,N/A,N/A,17.52,16.23
3244,Filler,4763,N/A,N/A,98.66,97.11
3245,Filler,7994,N/A,N/A,39.88,45.29
3246,Filler,4817,N/A,N/A,86.2,98.94
3247,Filler,7655,N/A,N/A,67.3,11.58
3248,Filler,7495,N/A,N/A,74.08,14.18
3249,Filler,4150,N/A,N/A,65.01,89.45
3250,Filler,1050,N/A,N/A,52.45,93.72
3251,Filler,6645,N/A,N/A,80.16,63.12
3252,Filler,1727,N/A,N/A,16.94,24.68
3253,Filler,3158,N/A,N/A,3.03,23.08
3254,Filler,3398,N/A,N/A,89.81,36.7
3255,Filler,1246,N/A,N/A,5.2,32.77
3256,Filler,6115,N/A,N/A,90.25,62.08
3257,Filler,4645,N/A,N/A,40.6,61.2
3258,Filler,444,N/A,N/A,87.15,98.07
3259,Filler,5207,N/A,N/A,76.11,49.13
3260,Filler,3443,N/A,N/A,0.62,4.38
3261,Filler,6100,N/A,N/A,73.57,79.12
3262,Filler,6642,N/A,N/A,9.69,24.56
3263,Filler,7741,N/A,N/A,9.6,68.18
3264,Filler,5403,N/A,N/A,89.1,29.56
3265,Filler,2092,N/A,N/A,50.79,64.15
3266,Filler,6174,N/A,N/A,19.18,90.87
3267,Filler,7520,N/A,N/A,68.98,26.59
3268,Filler,6206,N/A,N/A,61.53,72.18
3269,Filler,8013,N/A,N/A,15.95,84.46
3270,Filler,6025,N/A,N/A,6.67,32.77
3271,Filler,4411,N/A,N/A,0.03,41.03
3272,Filler,4921,N/A,N/A,43.32,82.41
3273,Filler,2396,N/A,N/A,98.85,89.37
3274,Filler,2407,N/A,N/A,24.45,14.88
3275,Filler,4855,N/A,N/A,95.43,99.25
3276,Filler,6448,N/A,N/A,81.56,63.75
3277,Filler,7809,N/A,N/A,72.93,39.58
3278,Filler,4160,N/A,N/A,92.07,87.29
3279,Filler,4130,N/A,N/A,52.46,24.93
3280,Filler,6585,N/A,N/A,66.07,91.61
3281,Filler,6954,N/A,N/A,53.74,34.86
3282,Filler,598,N/A,N/A,42.93,26.68
3283,Filler,672,N/A,N/A,66.59,46.46
3284,Filler,3360,N/A,N/A,25.39,50.09
3285,Filler,2552,N/A,N/A,24.75,50.5
3286,Filler,316,N/A,N/A,56.79,3.15
3287,Filler,5015,N/A,N/A,38.59,37.9
3288,Filler,1313,N/A,N/A,86.16,62.58
3289,Filler,3622,N/A,N/A,17.7,25.67
3290,Filler,5151,N/A,N/A,33.78,49.05
3291,Filler,1601,N/A,N/A,24.87,9.78
3292,Filler,6466,N/A,N/A,88.17,77.21
3293,Filler,4182,N/A,N/A,77.56,78.61
3294,Filler,2953,N/A,N/A,79.43,18.31
3295,Filler,6529,N/A,N/A,69.28,20.81
3296,Filler,6625,N/A,N/A,2.74,1.88
3297,Filler,2024,N/A,N/A,82.39,59.15
3298,Filler,5704,N/A,N/A,48.18,43.95
3299,Filler,5624,N/A,N/A,16.42,55.38
3300,Filler,2726,N/A,N/A,31.91,6.1
3301,Filler,102,N/A,N/A,9.42,50.91
